Index,Title,RT Critic,RT User,IMDB User,TV_0,Print_0,TV_1,Print_1,Screens_1,BO_1,TV_2,Print_2,Screens_2,BO_2,TV_3,Print_3,Screens_3,BO_3,TV_4,Print_4,Screens_4,BO_4,TV_5,Print_5,Screens_5,BO_5,TV_6,Print_6,Screens_6,BO_6,TV_7,Print_7,Screens_7,BO_7,TV_8,Print_8,Screens_8,BO_8,TV_9,Print_9,Screens_9,BO_9,TV_10,Print_10,Screens_10,BO_10,Distributor,Genre,Runtime,MPAA Rating,Production Budget
290,The Stoning Of Soraya M.,0.55,0.86,7.9,0,70200,55400,355800,22.71428571,163159,10600,160900,22.0,106325,0,9900,23.71428571,73176,0,17300,31.85714286,102652,0,14300,23.85714286,55368,0,2700,16.0,32174,0,500,9.0,15865,0,0,5.857142857,6451,0,0,6.857142857,6161,0,0,2.857142857,2377,Roadside Attractions,Drama,1 hrs. 56 min.,R,
291,The Ten,0.37,0.39,5.1,48500,92200,68400,285900,25.0,190251,0,51500,37.0,154080,0,141100,43.57142857,119340,0,56400,30.71428571,69503,0,15500,33.14285714,65639,0,8600,33.42857143,36225,0,6500,27.57142857,28045,0,0,12.0,6839,0,0,6.714285714,6333,0,0,0.0,0,ThinkFilm,Comedy,1 hrs. 35 min.,R,5250000.0
292,The Three Burials Of Melquiades Estrada,0.85,0.79,7.5,72600,143100,3000,405800,2.142857143,46541,0,241600,1.0,4113,279500,300700,11.66666667,64459,135400,530800,34.28571429,435066,0,352000,41.42857143,399700,0,158300,79.28571429,712100,57000,90100,310.0,2019744,0,33900,303.0,1230065,0,15000,235.0,808750,0,6900,185.4285714,616635,Sony Classics,Western,2 hrs. 1 min.,R,15000000.0
293,The Tillman Story,0.93,0.9,0.0,0,20100,0,125800,4.0,76452,300,73200,4.0,42739,2100,177600,21.0,204667,3100,62400,22.42857143,116738,0,40700,26.85714286,87198,0,4500,27.0,61238,0,15000,25.57142857,38569,0,2400,22.71428571,27486,0,8700,16.71428571,18475,0,11500,22.28571429,27056,Weinstein Company,Documentary,1 hrs. 34 min.,R,
294,The Tree Of Life,0.85,0.6,7.5,0,192300,0,414600,4.428571429,635080,0,796000,20.14285714,902953,0,818200,45.42857143,1107583,0,737400,99.28571429,1456068,0,495700,176.8571429,1554784,0,512700,184.0,1374744,0,416100,181.1428571,925567,0,262600,173.1428571,744271,0,162500,172.28571430000002,661440,0,92900,143.8571429,402437,Fox Searchlight,Drama,2 hrs. 18 min.,PG-13,32000000.0
295,The Trip,0.89,0.71,7.1,0,20700,0,23900,6.0,113527,0,68700,27.0,246298,0,30000,31.71428571,208444,0,21600,33.57142857,224280,0,3000,29.28571429,140275,0,0,32.42857143,133232,0,900,41.71428571,168200,0,4100,42.14285714,132299,0,1600,49.14285714,158456,0,11200,41.0,99322,TLA Releasing,Unknown,1 hrs. 35 min.,R,
296,The U.S. vs. John Lennon,0.77,0.7,0.0,110000,59200,6800,146000,6.0,91822,0,96500,6.0,59566,0,293100,49.85714286,249892,0,68700,48.71428571,156236,0,9500,43.0,96117,0,7100,40.71428571,67362,0,2600,32.42857143,43640,0,0,39.14285714,55398,0,0,30.57142857,32265,0,0,13.42857143,11991,Lionsgate,Documentary,1 hrs. 39 min.,PG-13,
297,The Visitor,0.89,0.82,7.8,45400,0,72100,37300,4.0,116904,11800,115000,18.0,232617,111400,317000,63.0,529773,169800,311400,106.8571429,647190,79900,222000,166.0,798949,0,327800,173.71428569999998,746766,0,380000,213.71428569999998,955092,125500,234700,219.28571430000002,633725,32600,168300,206.4285714,566108,0,117500,193.28571430000002,503537,Overture Films,Comedy / Drama,1 hrs. 43 min.,PG-13,4000000.0
298,The Wackness,0.69,0.72,7.0,37900,87600,43800,207100,6.0,236866,13900,214400,26.57142857,317759,83300,235500,32.42857143,232164,273300,478900,95.85714286,336176,64000,117400,115.0,297984,9300,70400,79.0,129385,18300,12600,83.57142857,66391,14100,3400,38.71428571,35857,17600,0,35.57142857,34114,9000,0,34.0,2343,Sony Classics,Comedy,1 hrs. 35 min.,R,6000000.0
299,The Way,0.81,0.83,7.3,63500,56400,5400,162900,33.57142857,163169,0,118300,104.2857143,330017,0,192800,270.14285710000007,703473,0,120300,236.0,492007,0,84600,203.0,400374,0,65100,143.0,309898,0,42700,101.42857140000001,259884,0,30900,77.28571429,170152,0,22900,124.2857143,171220,0,30800,81.0,19501,Producers Distribution Agency,Adventure,1 hrs. 55 min.,PG-13,
300,The Whistleblower,0.73,0.73,7.2,0,30900,0,136200,7.0,87382,0,163400,17.0,114166,0,158400,35.0,155979,0,147700,45.42857143,117479,0,60600,45.85714286,104709,0,9400,34.14285714,44746,0,9100,24.14285714,28874,0,7300,26.71428571,21264,0,3800,19.42857143,22363,0,100,16.28571429,9823,Samuel Goldwyn,Drama,1 hrs. 52 min.,R,
301,The White Countess,0.5,0.38,6.5,2000,26700,0,523800,10.0,97334,0,145100,10.0,106452,0,96300,9.285714286000001,72071,0,141400,21.71428571,151378,0,107400,31.71428571,150933,0,85600,41.28571429,181517,0,62200,38.28571429,119072,0,44000,45.0,112687,0,30100,49.71428571,117038,0,12100,52.0,20207,Sony Classics,Period Drama,2 hrs. 15 min.,PG-13,16000000.0
302,The Wildest Dream: Conquest Of Everest,0.76,0.7,0.0,0,0,0,0,1.0,4604,0,0,1.0,4292,0,0,1.0,4878,0,0,1.0,3775,2200,0,1.0,3135,4800,13300,1.142857143,3352,15600,63400,11.0,93363,7600,39000,13.0,68033,2200,14500,15.71428571,69183,3600,9300,19.42857143,59975,National Geographic Entertainment,Documentary,1 hrs. 34 min.,PG,
303,The Wind That Shakes the Barley,0.88,0.85,7.6,0,5100,0,21300,9.0,113081,0,24300,14.0,115851,0,15900,17.0,97570,0,16200,22.85714286,141574,0,10400,31.0,150912,0,8000,31.57142857,101034,0,9300,28.0,95839,0,10700,35.85714286,92598,0,4600,33.14285714,78527,0,2500,28.14285714,59728,IFC,War Drama,2 hrs. 7 min.,Unrated,8624000.0
304,The Woodsman,0.88,0.74,7.3,0,108800,0,339900,8.0,114545,0,318300,13.0,125419,0,443200,31.0,194544,0,402500,56.28571429,306770,0,193800,71.71428571,233406,0,49200,61.71428571,146945,0,6700,44.0,84286,0,1000,22.71428571,39081,0,0,8.142857142999999,13691,0,0,3.857142857,4653,Newmarket,Drama,1 hrs. 27 min.,R,2500000.0
305,The Work And The Glory,0.17,0.85,6.0,20600,0,14600,0,17.0,363589,8300,0,17.0,119977,600,0,17.71428571,77788,200,0,13.0,65495,22100,0,10.14285714,99579,6000,0,10.57142857,140288,500,0,11.57142857,59240,0,0,11.71428571,64468,0,1800,68.28571429,451192,0,54100,92.0,79416,Excel,Period Drama,1 hrs. 58 min.,PG,7500000.0
306,The Work And The Glory III: A House Divided,0.8,0.79,0.0,3600,700,5900,3400,25.85714286,309410,0,1400,28.42857143,86956,200,2500,26.0,57235,1000,1400,14.71428571,33897,500,1400,8.0,28976,0,0,7.0,46512,0,0,6.285714286,13304,0,0,5.285714286,13441,0,0,4.285714286,8485,0,0,4.0,928,Excel,Period Drama,1 hrs. 33 min.,PG,6500000.0
307,The Work And The Glory: American Zion,0.45,0.8,0.0,51000,600,24000,70900,157.4285714,667258,10400,500,82.57142857,289741,0,0,37.85714286,193760,0,0,32.42857143,117336,0,0,18.71428571,65849,0,0,13.71428571,49764,0,0,14.57142857,20228,0,0,11.42857143,13162,0,0,8.428571429,9848,0,300,4.1428571430000005,13933,Vineyard Distribution,Period Drama,1 hrs. 40 min.,PG-13,6500000.0
308,The Wrestler,0.98,0.86,8.1,51500,36100,90400,245700,4.0,354947,23200,342700,13.57142857,653428,74500,304800,15.0,671243,136400,483500,38.0,1015035,409400,741600,97.71428571,2037946,583000,721700,378.2857143,4009852,265700,672600,579.0,2840905,47500,1009500,647.2857142999999,2664986,35900,687900,604.5714286,2459576,0,384800,582.0,338707,Fox Searchlight,Sports Drama,1 hrs. 45 min.,R,6000000.0
309,The Young Victoria,0.75,0.67,7.2,83800,189000,404600,604800,20.0,282654,158100,935600,146.28571430000002,1172792,144800,604300,149.1428571,1144930,108900,548600,406.0,1482136,22300,215000,345.14285710000007,1252674,14000,140500,241.28571430000002,867739,11700,136300,305.42857139999995,722483,16900,162000,247.5714286,445843,12000,164500,156.0,360111,10000,121600,169.8571429,301913,Apparition,Historical Drama,1 hrs. 44 min.,PG,35000000.0
310,Then She Found Me,0.5,0.45,6.0,0,57500,0,198800,9.0,94685,0,347500,48.85714286,234210,0,39800,106.0,450398,0,191900,111.57142859999999,468598,0,199700,112.57142859999999,455732,0,115200,108.8571429,240259,0,36600,85.71428571,174318,0,16200,86.28571429,152405,0,4100,75.0,140375,0,500,63.0,102694,ThinkFilm,Comedy / Drama,1 hrs. 40 min.,R,3500000.0
311,There Will Be Blood,0.91,0.84,8.2,248700,151000,320700,1231800,2.0,431198,689400,1447300,33.57142857,1593316,729100,1211300,93.85714286,2277005,1296700,1562700,271.2857143,3934506,1548100,2188800,648.7142857000001,5801418,1824700,2169200,1140.5714289999999,5540060,101000,1722600,1342.4285710000001,4702478,0,1115300,1193.4285710000001,3908092,0,824500,1158.0,3137671,0,612000,1136.0,359047,Paramount Vantage,Drama,2 hrs. 38 min.,R,25000000.0
312,Thumbsucker,0.71,0.68,6.7,0,301100,0,185300,9.0,120431,0,148700,28.0,152535,290100,182400,82.57142857,228935,5200,254700,274.57142860000005,410396,0,69800,138.5714286,152967,0,21600,36.28571429,61326,0,5100,17.42857143,21344,0,0,6.285714286,6632,0,0,6.0,5847,0,0,14.57142857,4373,Sony Classics,Comedy / Drama,1 hrs. 35 min.,R,4000000.0
313,Touch of Pink,0.36,0.62,6.4,0,9400,0,77500,7.0,53019,0,21300,7.0,33436,0,19600,9.0,27904,0,28100,9.285714286000001,27837,0,7000,14.0,43633,0,3400,10.0,20810,0,4500,6.571428571,7110,0,7800,4.714285714,5174,0,0,4.571428571,10152,0,9700,8.714285713999999,14516,Sony Classics,Comedy,1 hrs. 31 min.,R,
314,Transamerica,0.76,0.77,7.5,0,90200,0,157400,2.0,63382,0,61600,2.0,31211,0,146400,3.0,31550,0,89900,5.0,69380,0,64300,5.0,77200,0,55400,5.0,70375,0,68100,5.0,98547,0,306300,23.0,337557,0,495300,59.57142857,567953,80000,553100,77.0,624938,Weinstein Company,Comedy / Drama,1 hrs. 43 min.,R,1000000.0
315,Transsiberian,0.91,0.63,6.8,0,14200,0,21600,2.0,53526,0,24200,2.0,41075,11400,37700,2.0,39687,1400,77300,14.0,102555,0,97200,29.85714286,130828,0,82000,36.85714286,182422,0,104200,78.85714286,408817,0,69900,140.4285714,391459,0,24300,137.28571430000002,205250,0,5400,104.0,171550,First Look,Thriller,1 hrs. 47 min.,R,15000000.0
316,Tristram Shandy- A Cock and Bull Story,0.9,0.6,6.8,0,21200,0,78600,3.0,81697,0,86000,3.142857143,55692,0,131300,5.1428571430000005,63014,0,187300,24.0,180000,0,191000,37.71428571,181721,0,134000,39.14285714,120005,0,93200,30.42857143,104440,0,29100,33.28571429,74657,0,18800,37.71428571,54513,0,400,20.14285714,22295,Picturehouse,Comedy,1 hrs. 31 min.,R,3714960.0
317,Trouble The Water,0.96,0.86,7.3,0,0,0,18300,3.0,41427,0,9300,8.0,63057,0,2500,8.0,54874,0,3300,8.0,36571,0,4400,13.0,50395,0,5100,14.0,46103,0,400,10.71428571,29656,0,600,8.857142857000001,20198,0,7300,11.0,22307,0,0,11.0,13976,Zeitgeist,Documentary,1 hrs. 33 min.,Unrated,900000.0
318,Two Lovers,0.82,0.54,7.2,0,33900,0,87500,7.0,140543,0,100900,7.0,76767,0,230700,50.0,410515,0,84000,74.0,436996,0,38600,100.7142857,440904,0,16700,110.57142859999999,228319,0,1700,103.57142859999999,206159,0,1900,82.28571429,124767,0,2100,62.71428571,102393,0,0,48.14285714,37363,Magnolia,Romance,1 hrs. 48 min.,R,12000000.0
319,Tyson,0.85,0.77,0.0,0,41800,0,129000,11.0,130530,0,102200,13.0,109978,0,75300,28.0,124538,0,123500,45.57142857,126652,0,16300,32.85714286,89449,0,7200,20.85714286,54103,0,0,25.14285714,43311,0,1400,22.85714286,37761,0,1100,18.28571429,24641,0,0,14.14285714,14625,Sony Classics,Documentary,1 hrs. 30 min.,R,
320,Valentino: The Last Emperor,0.76,0.73,0.0,0,0,0,2400,1.0,45220,0,4500,1.714285714,60388,0,7400,3.428571429,88164,0,19900,8.857142857000001,133364,0,45900,16.71428571,135108,0,36100,25.42857143,118523,0,23300,26.42857143,116224,0,9900,32.28571429,133070,0,12800,32.28571429,115911,0,6200,30.0,20383,Truly Indie,Documentary,1 hrs. 36 min.,PG-13,
321,Venus,0.89,0.73,7.1,0,67500,0,402600,3.0,70844,0,284600,3.0,63345,0,400500,3.0,42699,0,174800,3.0,45224,0,267700,8.142857142999999,97309,0,474900,37.14285714,373348,33600,619500,69.14285714,410871,57800,512700,99.0,498179,11900,325900,118.57142859999999,453299,0,138200,119.0,28169,Miramax,Drama,1 hrs. 35 min.,R,3980310.0
322,Vera Drake,0.92,0.82,7.8,0,77500,113100,182400,2.0,62193,141900,348400,12.57142857,201070,0,319200,47.57142857,320506,0,225000,69.14285714,283915,0,162300,64.42857143,232573,0,124200,48.57142857,153074,0,159700,27.71428571,94138,0,130700,22.0,56820,0,92800,23.28571429,41318,0,97700,20.0,19172,Fine Line,Period Drama,2 hrs. 5 min.,R,11000000.0
323,Waiting For 'Superman',0.89,0.84,0.0,82800,59800,140100,383300,4.0,193029,411200,353700,33.71428571,574332,292100,532400,94.85714286,972374,212600,180400,165.1428571,1097983,120100,82800,255.4285714,1020891,37000,114900,290.14285710000007,846973,0,58700,179.28571430000002,558581,0,0,157.28571430000002,297845,0,0,76.14285714,138951,0,17300,46.42857143,73811,Paramount Vantage,Documentary,1 hrs. 42 min.,PG,
324,Waitress,0.88,0.67,7.2,0,91600,293000,517900,4.0,130944,321100,1382700,46.42857143,759214,717300,808200,83.85714286,1225198,722700,1037500,357.0,4189728,142000,668900,527.8571429,2872393,297000,500600,611.1428571,2259881,0,340100,577.0,1904737,0,200800,491.2857143,1481272,0,99900,279.85714289999993,739315,0,113000,164.5,149092,Fox Searchlight,Romantic Comedy,1 hrs. 44 min.,PG-13,2000000.0
325,"War, Inc.",0.3,0.39,5.7,0,5700,0,21800,2.0,54504,0,95000,2.0,28251,0,161300,19.85714286,64320,0,61400,29.85714286,111976,0,26100,30.71428571,82037,0,37400,26.0,68802,0,8200,21.85714286,53592,0,13300,20.0,43029,0,4400,16.57142857,18072,0,1700,22.85714286,24156,First Look,Comedy,1 hrs. 46 min.,R,10000000.0
326,We Don't Live Here Anymore,0.64,0.53,6.3,0,0,0,0,7.142857143,153426,0,0,26.0,253840,0,0,67.42857143,395904,0,0,142.5714286,475135,0,0,119.1428571,222420,0,0,51.28571429,83903,0,0,42.85714286,33508,0,0,11.14285714,11141,0,0,7.571428571,9660,0,0,7.857142857,2887,Warner Independent,Drama,1 hrs. 44 min.,R,3000000.0
327,Wendy And Lucy,0.85,0.64,7.1,0,0,0,4000,1.714285714,29645,0,5700,4.8571428569999995,28415,0,0,4.285714286,21186,0,1600,4.428571429,36574,0,1200,5.714285714,26274,0,0,4.285714286,15606,0,16100,6.571428571,40001,0,12600,10.14285714,53554,0,10600,15.28571429,49641,0,7100,15.5,5325,Oscilloscope Pictures,Drama,1 hrs. 20 min.,R,200000.0
328,What If,0.0,0.69,6.8,0,0,0,0,23.0,64965,0,0,51.57142857,118945,900,0,67.14285714,159307,0,0,77.14285714,110840,0,0,46.57142857,60975,0,0,32.28571429,37606,0,0,22.85714286,29225,0,0,28.42857143,25408,0,0,19.14285714,19073,0,0,21.42857143,19423,Five & Two Pictures,Drama,1 hrs. 40 min.,PG,
329,What Just Happened,0.51,0.24,5.9,925200,240500,142400,564700,36.0,265015,23800,187000,34.71428571,167910,4500,345500,73.28571429,236394,0,61300,72.85714286,173230,0,11400,48.57142857,60562,0,1000,28.85714286,31773,0,0,19.14285714,14937,0,0,10.28571429,4747,0,0,4.0,1890,0,0,1.8,2930,Magnolia,Comedy / Drama,1 hrs. 47 min.,R,25000000.0
330,Whatever Works,0.5,0.63,7.2,0,203500,20600,374700,9.142857142999999,379169,231500,277100,32.14285714,494392,21700,287400,306.14285710000007,1255187,0,175900,243.4285714,805332,0,66200,183.71428569999998,587222,0,44800,130.4285714,372818,0,26500,113.42857140000001,247531,0,8200,54.71428571,114522,0,4100,36.85714286,58668,0,1300,23.71428571,35634,Sony Classics,Comedy,1 hrs. 32 min.,PG-13,15000000.0
331,When Did You Last See Your Father?,0.72,0.61,6.8,0,16700,0,39200,8.0,60497,0,47000,21.0,95827,0,36500,20.85714286,67876,0,32600,34.85714286,121003,0,22300,38.0,115088,0,26500,38.0,81740,0,6000,25.28571429,31774,0,5500,31.42857143,37382,0,0,18.28571429,20256,0,0,14.85714286,16670,Sony Classics,Drama,1 hrs. 32 min.,PG-13,8000000.0
332,Who Killed The Electric Car?,0.88,0.73,0.0,0,56200,0,237600,7.142857143,82433,0,107200,15.85714286,100329,0,142700,34.71428571,153925,0,82100,47.85714286,179967,0,47300,50.85714286,159089,0,34300,57.71428571,163918,0,25100,54.42857143,134630,0,7500,51.0,93571,0,4400,42.28571429,63721,0,2100,41.0,12312,Sony Classics,Documentary,1 hrs. 30 min.,PG,1000000.0
333,Why We Fight,0.8,0.79,8.1,0,13200,0,55900,6.0,75335,0,63000,9.0,82110,0,69600,9.0,62337,0,120700,24.28571429,123069,0,129400,40.85714286,205675,0,66800,35.14285714,135210,0,49200,26.0,85110,0,56800,33.42857143,80362,0,32200,40.85714286,84298,0,16100,35.28571429,57103,Sony Classics,Documentary,1 hrs. 39 min.,PG-13,
334,Win Win,0.94,0.85,7.4,61600,118700,330200,388200,5.285714286,207997,880900,651300,22.71428571,587929,517000,887400,137.4285714,1369360,238700,643600,207.8571429,1367523,11500,483100,345.0,1592978,0,314600,340.42857139999995,1263478,0,212700,251.5714286,771051,0,147000,223.4285714,622618,0,78000,193.71428569999998,468660,0,66000,147.4285714,307556,Fox Searchlight,Comedy,1 hrs. 46 min.,R,
335,Winter's Bone,0.94,0.74,7.3,0,10700,0,119600,4.1428571430000005,123888,0,141000,36.71428571,478304,0,158900,65.0,594157,0,54100,76.85714286,720928,0,71100,90.57142857,570441,0,63700,104.7142857,458408,0,51800,109.42857140000001,424346,0,35100,125.8571429,444669,0,20500,125.1428571,397978,0,11900,111.0,275758,Roadside Attractions,Drama,1 hrs. 40 min.,R,2000000.0
336,Wordplay,0.95,0.57,0.0,0,83900,430700,189300,2.142857143,51582,76500,370900,42.71428571,440921,14700,360800,84.0,538093,0,156000,105.1428571,400289,0,99100,113.7142857,360918,0,31100,115.8571429,316621,0,22400,90.85714286,193001,0,7300,75.42857143,105437,0,0,49.0,57349,0,1400,39.0,45087,IFC,Documentary,1 hrs. 34 min.,PG,100000.0
337,Year Of The Dog,0.7,0.42,6.1,128000,65000,18700,304000,7.0,141804,0,377500,32.0,172443,11900,468300,112.8571429,340207,2200,321500,115.7142857,252637,0,49000,124.0,197707,0,30000,109.57142859999999,130283,0,3600,71.14285714,78682,0,0,28.85714286,22062,0,0,12.85714286,8965,0,0,4.0,2119,Paramount Vantage,Drama,1 hrs. 37 min.,PG-13,
338,"Yoo-Hoo, Mrs. Goldberg",0.93,0.65,7.4,0,0,0,8800,2.0,32673,0,12800,4.0,60991,0,20200,15.85714286,108265,0,28900,16.71428571,99338,0,29700,17.0,70849,0,20600,19.28571429,68367,0,15700,14.57142857,56262,0,17400,17.28571429,68764,0,13500,20.0,62510,0,6800,19.0,35306,International Film Circuit,Documentary,1 hrs. 32 min.,Unrated,
339,You Kill Me,0.78,0.59,6.6,234900,138900,18800,359200,34.85714286,336956,7400,372900,34.85714286,242605,64100,285500,53.0,290074,9900,279300,232.8571429,773194,0,112500,222.0,382134,0,0,88.71428571,128500,0,0,18.42857143,30809,0,0,8.285714286000001,20383,0,0,6.0,5424,0,0,3.2,7028,IFC,Crime Comedy,1 hrs. 32 min.,R,4000000.0
340,You Will Meet A Tall Dark Stranger,0.44,0.34,6.4,5600,179500,1200,380200,6.0,252668,0,249200,19.57142857,261771,1200,204100,54.0,329205,0,132400,92.57142857,335185,83500,128500,284.2857143,504034,0,38800,284.2857143,360718,0,16200,141.28571430000002,215497,0,14400,54.14285714,100638,0,4500,29.0,52609,0,4500,13.0,9896,Sony Classics,Romance,1 hrs. 38 min.,R,22000000.0
341,Young@Heart,0.88,0.9,7.8,27000,28800,42900,200500,4.0,71176,31800,229500,23.57142857,183216,0,266700,43.85714286,267139,0,282500,86.0,339526,0,200800,111.57142859999999,431570,0,127400,133.1428571,389668,0,77600,159.4285714,431547,0,42100,158.1428571,273071,0,7200,123.1428571,197007,0,1900,110.5,33152,Fox Searchlight,Documentary,1 hrs. 47 min.,PG,
